WW_StaNumb,WW_Station,WBID,WB_Type,Site_DESCR,PARKING_ACCESS,Town,BorderTown,COUNTY,State,LAT_DD,LON_DD,ProjID,Year_added,Active,Status,DepthCode,MaxDepth_m,PublicAcce,LakeAcreag,sq__meter,HUC_8,HUC_10,HUC_12,HUC_10_NAME,HUC_12_NAME,Image,elevation_Feet,elevation_meters
195,WW195,RI0008039R-07,Stream or river,Queen River #3/Fisherville Brook,"Pencock Brook, 600 feet south of the intersection of Liberty, Purgatory and Reynolds roads",Exeter,,WASHINGTON,RI,41.561925,-71.561933,12,1990,1997,Not Active,S,,No,,,1090005,109000502,10900050202,Upper Pawcatuck River,Usquepaug River,,140.4,
196,WW196,RI0008039R-21B,Stream or river,Queen River #4/Ladd School,At the discharge outlet channel of the Ladd School discharge,Exeter,,WASHINGTON,RI,41.554847,-71.549417,12,1990,1997,Not Active,S,,Yes,,,1090005,109000502,10900050202,Upper Pawcatuck River,Usquepaug River,,132.2,
197,WW197,RI0010043E-06A,Salt Pond,Pt. Judith Pond - Central (Narragansett/South Kingstown),,Narragansett,"Narragansett, South Kingstown",WASHINGTON,RI,41.395896,-71.512369,12,2007,2016,Active,S,,Yes,,,1090005,109000504,10900050402,Frontal Block Island Sound,Point Judith Pond-Frontal Block Island Sound,,-4.2,
198,WW198,RI0008039R-21C,Stream or river,Queen River #6/Eppley (Audubon footbridge),At the Audubon footbridge at the Eppley Preserve,Exeter,,WASHINGTON,RI,41.521264,-71.587728,12,1990,1994,Not Active,S,,No,,,1090005,109000502,10900050202,Upper Pawcatuck River,Usquepaug River,,112.8,
199,WW199,RI0010047L-01,Lake or Pond,Almy Pond,Cliff walk's southern terminus,Newport,,NEWPORT,RI,41.458467,-71.312606,12,2002,2014,Active,S,1.7,Yes,50.4,201753.5,1090004,109000409,10900040911,Narragansett Bay,Aquidneck Island-Frontal Atlantic Ocean,,3.6,1.1
200,WW200,RI0008039L-01,Lake or Pond,Chapman Pond,"State boat launch/parking off of Rte. 91, near dog pound",Westerly,,WASHINGTON,RI,41.380384,-71.795259,12,1988,2016,Active,S,1.4,Yes,174.9,699530.1,1090005,109000502,10900050205,Upper Pawcatuck River,Tomaquag Brook-Pawcatuck River,,29.9,9.1
201,WW201,RI0002007L-01,Lake or Pond,Hawkins Pond,,Johnston,"Johnston, Smithfield",PROVIDENCE,RI,41.860291,-71.544422,12,2003,2016,Active,S,3.4,Yes,,,1090004,109000405,10900040502,Woonasquatucket River-Moshassuck River,Woonasquatucket River,,267.8,81.6
202,WW202,RI0006018L-02,Reservoir ,Almy Reservoir (Jillson Reservoir),,Johnston,,PROVIDENCE,RI,41.815907,-71.520183,12,2002,2002,Not Active,D,7.4,Yes,53.6,,1090004,109000406,10900040608,Pawtuxet River,Pocassett River,,286.4,87.3
203,WW203,RI0010031E-02B,Estuary,Nanaquaket Pond,Coastal pond with access at Nanaquacket Pond Rd.,Tiverton,,NEWPORT,RI,41.615894,-71.204907,12,2003,2016,Active,S,,Yes,,,1090004,109000409,10900040910,Narragansett Bay,Sakonnet River,,,
204,WW204,RI0001002L-08,Lake or Pond,Tarkiln Pond,,North Smithfield,,PROVIDENCE,RI,41.963897,-71.595746,12,,,Not Active,S,,No,,,1090003,109000302,10900030204,Lower Blackstone River,Branch River,,274.4,83.6
205,WW205,RI0001002R-03,Stream or river,Chepachet River,Chepachet River where it crosses under Rte 44,Glocester,"Glocester, Burrillville",PROVIDENCE,RI,41.913884,-71.670323,12,,,Not Active,S,,Yes,,,1090003,109000302,10900030203,Lower Blackstone River,Chepachet River,,398.4,
206,WW206,RI0008039R-21C,Stream or river,Queen River #7 @ Dugway Bridge,"Queen 6 and Queen 7 replace the Eppley Preserve site after 1996, these sites bracket the Eppley property which had limited access, At the intersection with Dugway Bridge Road",South Kingstown,,WASHINGTON,RI,41.517188,-71.600387,12,1995,1997,Not Active,S,,Yes,,,1090005,109000502,10900050202,Upper Pawcatuck River,Usquepaug River,,111.4,
207,WW207,RI0008039R-10,Stream or river,Queen River @ Locke Brook,,Exeter,,WASHINGTON,RI,41.537401,-71.587494,12,2003,2012,Not Active,S,,No,,,1090005,109000502,10900050202,Upper Pawcatuck River,Usquepaug River,,150.4,
208,WW208,RI0005011L-03,Lake or Pond,Arnold Pond,,Coventry,,KENT,RI,41.668914,-71.747127,12,2004,2005,Not Active,,4.5,No,,,1100001,110000105,11000010501,Moosup River,Upper Moosup River,,403.1,122.9
209,WW209,RI0010045L-02,Reservoir ,Asa Pond,,South Kingstown,,WASHINGTON,RI,41.458954,-71.512679,12,2005,2015,Active,S,2.1,Yes,,,1090005,109000504,10900050401,Frontal Block Island Sound,Saugatucket River,,101.9,31.1
210,WW210,,Lake or Pond,Billings Lake,,North Stonington,,NEW LONDON,CT,41.508526,-71.87439,12,2005,2016,Active,D,9.5,No,,,1100001,110000106,11000010602,Pachaug River,Lower Pachaug River,,,0
211,WW211,,Lake or Pond,Blue Lake (Anderson Pond),,North Stonington,,NEW LONDON,CT,41.50823,-71.895847,12,2005,2016,Active,S,1.8,No,,,1100001,110000106,11000010602,Pachaug River,Lower Pachaug River,,,0
212,WW212,RI0010047L-02,Lake or Pond,Lily Pond,,Newport,,NEWPORT,RI,41.462837,-71.320427,12,2003,2014,Not Active,S,1,Yes,,,1090004,109000409,10900040911,Narragansett Bay,Aquidneck Island-Frontal Atlantic Ocean,,4.5,1.4
213,WW213,RI0001002L-13,Lake or Pond,Nichols Pond,,Burrillville,,PROVIDENCE,RI,41.954363,-71.600896,12,2005,2005,Not Active,S,2.5,No,,,1090003,109000302,10900030204,Lower Blackstone River,Branch River,,350.8,106.9
214,WW214,RI0008040L-06,Lake or Pond,Wincheck Pond,,Hopkinton,,WASHINGTON,RI,41.51962,-71.765968,12,2004,2016,Active,D,7,No,147.5,,1090005,109000501,10900050102,Wood River,Lower Wood River,,304.4,92.8
215,WW215,,Reservoir ,Spaulding Pond,Access off of Rte 216,North Stonington,,NEW LONDON,CT,41.447092,-71.83057,12,1989,2016,Active,S,2.3,Yes,,NA,1090005,109000503,10900050301,Lower Pawcatuck River,Ashaway River,,,0
216,WW216,,Lake or Pond,Wyassup Lake,State access from Patchaug State Forest,North Stonington,,NEW LONDON,CT,41.487409,-71.873345,12,1989,2016,Active,D,8.5,Yes,92.5,NA,1090005,109000503,10900050301,Lower Pawcatuck River,Ashaway River,,,0
217,WW217,RI0007035R-01,Stream or river,Bailey Brook (Clambake Club),,Middletown,,NEWPORT,RI,41.510871,-71.293284,12,2003,,Not Active,S,,No,,,1090004,109000409,10900040911,Narragansett Bay,Aquidneck Island-Frontal Atlantic Ocean,,17.6,
218,WW218,RI0007024R-01,Stream or river,Buckeye Brook @ Novelty Rd,,Warwick,,KENT,RI,41.711538,-71.387724,12,2003,2016,Active,S,,Yes,,,1090004,109000409,10900040902,Narragansett Bay,Upper Narragansett Bay,,6.3,
219,WW219,RI0007024R-03,Stream or river,Buckeye Brook @ Lockwood Brk,,Warwick,,KENT,RI,41.713727,-71.379332,12,2003,2016,Active,S,,Yes,,,1090004,109000409,10900040902,Narragansett Bay,Upper Narragansett Bay,,6.3,
220,WW220,RI0007024R-04,Stream or river,Buckeye Brook @ Warner Brk,,Warwick,,KENT,RI,41.706942,-71.380396,12,2003,2016,Active,S,,Yes,,,1090004,109000409,10900040902,Narragansett Bay,Upper Narragansett Bay,,6.9,
221,WW221,RI0007024R-01,Stream or river,Buckeye Brook @ Mill Cove,,Warwick,,KENT,RI,41.71213,-71.375429,12,2003,2016,Active,S,,Yes,,,1090004,109000409,10900040902,Narragansett Bay,Upper Narragansett Bay,,,
222,WW222,RI0003008R-01C,Stream or river,Moshassuck River @ Collyer Field,,Providence,,PROVIDENCE,RI,41.853549,-71.405641,12,2003,,Not Active,S,,Yes,,,1090004,109000405,10900040501,Woonasquatucket River-Moshassuck River,Moshassuck River,,26.9,
223,WW223,RI0008039R-05A,Stream or river,Shickasheen @ Potter Road (Skagg's old dam),,Exeter,,WASHINGTON,RI,41.521251,-71.563355,12,2005,,Not Active,S,,No,,,1090005,109000502,10900050204,Upper Pawcatuck River,Usquepaug River-Pawcatuck River,,189.2,
224,WW224,RI0007028R-05,Stream or river,Sandhill Brook (Saw Mill Pond Inlet),,North Kingstown,,KENT,RI,41.61053,-71.466444,12,2003,2016,Active,S,,Yes,,,1090004,109000409,10900040904,Narragansett Bay,Hunt River,,39,
225,WW225,RI0008039R-05B,Stream or river,Shickasheen Brook @ Liberty Lane,,South Kingstown,,WASHINGTON,RI,41.48037,-71.573338,12,2003,2016,Active,S,,Yes,,,1090005,109000502,10900050204,Upper Pawcatuck River,Usquepaug River-Pawcatuck River,,98.1,
226,WW226,RI0002007R-10C,Stream or river,Woonasquatucket River @ Cricket Park,,Johnston,,PROVIDENCE,RI,41.865593,-71.492459,12,2005,,Not Active,S,,Yes,,,1090004,109000405,10900040502,Woonasquatucket River-Moshassuck River,Woonasquatucket River,,109.7,
227,WW227,RI0002007R-10D,Stream or river,Woonasquatucket River @ Donigian Park,,Providence,,PROVIDENCE,RI,41.822595,-71.440308,12,2003,2016,Active,S,,Yes,,,1090004,109000405,10900040502,Woonasquatucket River-Moshassuck River,Woonasquatucket River,,8.5,
228,WW228,,Lake or Pond,Asseconk Swamp,,North Stonington,,NEW LONDON,CT,41.438064,-71.884998,12,2003,2012,Not Active,S,,Yes,,,1090005,109000503,10900050302,Lower Pawcatuck River,Shunock River,,,0
229,WW229,RI0007025R-03,Stream or river,GB #1 - Maskerchugg River @ Rte 1,,East Greenwich,,KENT,RI,41.650125,-71.457585,12,2003,2011,Not Active,S,,Yes,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,8.4,
230,WW230,RI0007025R-13,Stream or river,GB #2 - Burger King (Gorton Pond Tributary),,Warwick,,KENT,RI,41.698437,-71.461954,12,2003,2015,Not Active,S,,Yes,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,2.4,
231,WW231,RI0007025R-01,Stream or river,GB #3 - Pipe @ Rte 115,,Warwick,,KENT,RI,41.69904,-71.465133,12,2003,2013,Not Active,S,,Yes,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,18.6,
232,WW232,RI0007025R-14,Stream or river,GB #4 - Mill Brook (75 yards upstream from Meadow Street Culvert),,Warwick,,KENT,RI,41.696736,-71.45992,12,2003,2016,Active,S,,Yes,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,2.1,
233,WW233,RI0007025R-01,Stream or river,GB #5 - Hardig Brook at Nursing Home (Glen Drive),,West Warwick,,KENT,RI,41.694423,-71.504975,12,2003,2016,Active,S,,No,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,116.5,
234,WW234,RI0007025R-05,Stream or river,GB #6 - Tuscatucket Brook (Upstream of Rte 117),,Warwick,,KENT,RI,41.704162,-71.420484,12,2003,2016,Active,S,,Yes,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,12.6,
235,WW235,RI0007025R-09,Stream or river,GB #7 - Southern Creek (Upstream of culvert at White Avenue),,Warwick,,KENT,RI,41.698358,-71.423013,12,2003,2016,Active,S,,Yes,,,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,12,
236,WW236,,Stream or river,Shunock River @ Babcock,,North Stonington,,NEW LONDON,CT,41.440995,-71.881204,12,2003,2012,Not Active,S,,Yes,,,1090005,109000503,10900050302,Lower Pawcatuck River,Shunock River,,,
237,WW237,,Stream or river,Shunock River @ Hewitt,,North Stonington,,NEW LONDON,CT,41.446991,-71.89153,12,1989,2012,Not Active,S,,Yes,,,1090005,109000503,10900050302,Lower Pawcatuck River,Shunock River,,,
238,WW238,RI0002007R-11,Stream or river,Waterman Tributary @ Rte 44 (Nine Foot Brook),,Glocester,,PROVIDENCE,RI,41.883532,-71.582255,12,2004,2016,Active,S,,Yes,,,1090004,109000405,10900040502,Woonasquatucket River-Moshassuck River,Woonasquatucket River,,333.1,
239,WW239,RI0002007R-02,Stream or river,Waterman Tributary @ Saw Mill (Cutler Brook),,Glocester,,PROVIDENCE,RI,41.884593,-71.599831,12,2004,2016,Active,S,,Yes,,,1090004,109000405,10900040502,Woonasquatucket River-Moshassuck River,Woonasquatucket River,,355.6,
240,WW240,RI0002007R-14,Stream or river,Waterman Tributary @ Golf Course,,Glocester,,PROVIDENCE,RI,41.884085,-71.591567,12,2004,2012,Not Active,S,,No,,,1090004,109000405,10900040502,Woonasquatucket River-Moshassuck River,Woonasquatucket River,,334.5,
241,WW241,RI0002007R-14,Stream or river,Waterman Tributary @ Aldrich,,Glocester,,PROVIDENCE,RI,41.872043,-71.588646,12,2004,2012,Not Active,S,,No,,,1090004,109000405,10900040502,Woonasquatucket River-Moshassuck River,Woonasquatucket River,,346.8,
242,WW242,RI0008039R-02A,Stream or river,Ashaway River @ Rte 216,,Hopkinton,,WASHINGTON,RI,41.42496,-71.789741,12,2003,2016,Active,S,,Yes,,,1090005,109000503,10900050301,Lower Pawcatuck River,Ashaway River,,36.7,
243,WW243,RI0008039R-02A,Stream or river,Ashaway River @ Wellstown Rd.,,Hopkinton,,WASHINGTON,RI,41.438346,-71.790053,12,2003,2014,Not Active,S,,Yes,,,1090005,109000503,10900050301,Lower Pawcatuck River,Ashaway River,,44.9,
244,WW244,RI0008039R-18A,Stream or river,"Pawcatuck River @ Biscuit City Rd (Charlestown, Richmond)",,Charlestown,Charlestown,WASHINGTON,RI,41.449681,-71.61566,12,2003,2016,Active,S,,Yes,,,1090005,109000502,10900050204,Upper Pawcatuck River,Usquepaug River-Pawcatuck River,,87.1,
245,WW245,RI008039R-06C,Stream or river,Chipuxet River @ Rte 138,,South Kingstown,,WASHINGTON,RI,41.482566,-71.551189,12,2003,2016,Active,S,,Yes,,,1090005,109000502,10900050201,Upper Pawcatuck River,Chipuxet River-Pawcatuck River,,94.3,
246,WW246,RI0008039R-09,Stream or river,Glen Rock Brook,,South Kingstown,,WASHINGTON,RI,41.516307,-71.605576,12,2003,2015,Not Active,S,,Yes,,,1090005,109000502,10900050202,Upper Pawcatuck River,Usquepaug River,,124.7,
247,WW247,,Stream or river,Lewis Pond outlet,,North Stonington,,NEW LONDON,CT,41.420437,-71.82192,12,2003,,Not Active,S,,Yes,,,1090005,109000503,10900050303,Lower Pawcatuck River,Lower Pawcatuck River,,,
248,WW248,RI0008039R-18D,Stream or river,Pawcatuck River below Bradford (Hopkinton/Westerly),,Hopkinton,"Hopkinton, Westerly",WASHINGTON,RI,41.398614,-71.765793,12,2003,,Not Active,S,,Yes,,,1090005,109000502,10900050205,Upper Pawcatuck River,Tomaquag Brook-Pawcatuck River,,29.4,
249,WW249,RI0008039R-18C,Stream or river,"Pawcatuck River @ Burdickville Rd (Hopkinton, Chalestown)",,Hopkinton,"Charlestown, Hopkinton",WASHINGTON,RI,41.416314,-71.729071,12,2003,2016,Active,S,,Yes,,,1090005,109000502,10900050205,Upper Pawcatuck River,Tomaquag Brook-Pawcatuck River,,35.2,
250,WW250,RI0008039R-18D,Stream or river,"Pawcatuck River @ Chase Hill Rd. (Westerly, Hopkinton)",,Westerly,"Hopkinton, Westerly",WASHINGTON,RI,41.399321,-71.799688,12,2003,,Not Active,S,,Yes,,,1090005,109000502,10900050205,Upper Pawcatuck River,Tomaquag Brook-Pawcatuck River,,27.4,
251,WW251,RI0008039R-18B,Stream or river,"Pawcatuck River below Kenyon Ind. (Charlestown, Richmond)",,RICHMOND,"Charlestown, Richmond",WASHINGTON,RI,41.448538,-71.632394,12,2003,2016,Active,S,,Yes,,,1090005,109000502,10900050204,Upper Pawcatuck River,Usquepaug River-Pawcatuck River,,83,
252,WW252,RI0008039R-18C,Stream or river,Pawcatuck River @ Rte 91,,Richmond,,WASHINGTON,RI,41.445178,-71.68113,12,2003,2016,Active,S,,Yes,,,1090005,109000502,10900050205,Upper Pawcatuck River,Tomaquag Brook-Pawcatuck River,,45.7,
253,WW253,RI0008039R-21A,Stream or river,Queen River @ Rte 102,,Exeter,,WASHINGTON,RI,41.578675,-71.542936,12,2003,2015,Not Active,S,,Yes,,,1090005,109000502,10900050202,Upper Pawcatuck River,Usquepaug River,,185.3,
254,WW254,RI0008039R-23,Stream or river,Taney Brook,,Richmond,,WASHINGTON,RI,41.460699,-71.6478,12,2003,,Not Active,S,,Yes,,,1090005,109000502,10900050204,Upper Pawcatuck River,Usquepaug River-Pawcatuck River,,69.2,
255,WW255,RI0008039R-24,Stream or river,Tomaquag Brk @ Woodville Rd.,,Hopkinton,,WASHINGTON,RI,41.460574,-71.77551,12,2003,,Not Active,S,,Yes,,,1090005,109000502,10900050205,Upper Pawcatuck River,Tomaquag Brook-Pawcatuck River,,147.4,
256,WW256,RI0008039R-25,Stream or river,Usquepaugh River @ Rte 2,,South Kingstown,,WASHINGTON,RI,41.476866,-71.604386,12,2003,2016,Active,S,,Yes,,,1090005,109000502,10900050202,Upper Pawcatuck River,Usquepaug River,,99.6,
257,WW257,RI0010031R-04,Stream or river,Nanaquaket Trib @ Quaket Brook,,Tiverton,,NEWPORT,RI,41.601749,-71.197796,12,2004,2015,Not Active,S,,Yes,,,1090004,109000409,10900040910,Narragansett Bay,Sakonnet River,,7.6,
258,WW258,RI001003R-05B,Estuary,Nanaquaket Trib @ Sin & Flesh Brook,,Tiverton,,NEWPORT,RI,41.619254,-71.203351,12,2004,2015,Not Active,S,,Yes,,,1090004,109000409,10900040910,Narragansett Bay,Sakonnet River,,0,
259,WW259,RI0010031R-06,Stream or river,Nanaquaket Trib @ White Wine Brook,,Tiverton,,NEWPORT,RI,41.612636,-71.195701,12,2004,2015,Not Active,S,,Yes,,,1090004,109000409,10900040910,Narragansett Bay,Sakonnet River,,9.8,
260,WW260,RI0010043E-02,Salt Pond,Green Hill Pond - In Pond (center),,South Kingstown,,WASHINGTON,RI,41.370716,-71.615082,12,2004,2016,Active,D,,Yes,,,1090005,109000504,10900050403,Frontal Block Island Sound,Ninigret Pond-Frontal Block Island Sound,,-4.2,
261,WW261,RI0010043E-02,Salt Pond,Green Hill Pond - Indigo Point,,South Kingstown,,WASHINGTON,RI,41.374138,-71.618774,12,2004,2016,Active,S,,Yes,,,1090005,109000504,10900050403,Frontal Block Island Sound,Ninigret Pond-Frontal Block Island Sound,,-1.6,
262,WW262,RI0010043E-02,Salt Pond,Green Hill Pond - Sea Lea (Allen Cove),,Charlestown,,WASHINGTON,RI,41.369175,-71.625053,12,2004,2016,Active,S,,Yes,,,1090005,109000504,10900050403,Frontal Block Island Sound,Ninigret Pond-Frontal Block Island Sound,,-1.3,
263,WW263,RI0010043E-02,Salt Pond,Green Hill Pond - Teal Road,,South Kingstown,,WASHINGTON,RI,41.378277,-71.609581,12,2004,2016,Active,S,,Yes,,,1090005,109000504,10900050403,Frontal Block Island Sound,Ninigret Pond-Frontal Block Island Sound,,-0.9,
264,WW264,RI0010043E-02,Salt Pond,Green Hill Pond - Twin Peninsula,,South Kingstown,,WASHINGTON,RI,41.372615,-71.61045,12,2004,,Not Active,S,,Yes,,,1090005,109000504,10900050403,Frontal Block Island Sound,Ninigret Pond-Frontal Block Island Sound,,-1.7,
265,WW265,RI0010043E-04A,Salt Pond,Ninigret Pond - Crawford Dock,,Charlestown,,WASHINGTON,RI,41.347473,-71.697365,12,2004,2016,Active,S,,Yes,,,1090005,109000504,10900050403,Frontal Block Island Sound,Ninigret Pond-Frontal Block Island Sound,,,
266,WW266,RI0010043E-04A,Salt Pond,Ninigret Pond - Ft. Neck Cove,,Charlestown,,WASHINGTON,RI,41.38043,-71.647348,12,2004,2006,Not Active,S,,Yes,,,1090005,109000504,10900050403,Frontal Block Island Sound,Ninigret Pond-Frontal Block Island Sound,,,
267,WW267,RI0010043E-04B,Salt Pond,Ninigret Pond - Pond Street,,Charlestown,,WASHINGTON,RI,41.36701,-71.629953,12,2001,2005,Not Active,S,,Yes,,,1090005,109000504,10900050403,Frontal Block Island Sound,Ninigret Pond-Frontal Block Island Sound,,,
268,WW268,RI0010043E-04A,Salt Pond,Ninigret Pond - Stumpy Point,,Charlestown,,WASHINGTON,RI,41.378807,-71.646278,12,2004,2016,Active,D,,Yes,,,1090005,109000504,10900050403,Frontal Block Island Sound,Ninigret Pond-Frontal Block Island Sound,,,
269,WW269,RI0010043E-04B,Salt Pond,Ninigret Pond - Tockwotten Dock,,Charlestown,,WASHINGTON,RI,41.37068,-71.637068,12,2001,2005,Not Active,S,,Yes,,,1090005,109000504,10900050403,Frontal Block Island Sound,Ninigret Pond-Frontal Block Island Sound,,,
270,WW270,RI0010043E-04A,Salt Pond,Ninigret Pond - Tom Cod,,Charlestown,,WASHINGTON,RI,41.371567,-71.65247,12,2004,2005,Not Active,S,,Yes,,,1090005,109000504,10900050403,Frontal Block Island Sound,Ninigret Pond-Frontal Block Island Sound,,,
271,WW271,RI0010043E-04A,Salt Pond,Ninigret Pond - Vigna's Dock,,Charlestown,,WASHINGTON,RI,41.369907,-71.639336,12,2004,2016,Active,S,,Yes,,,1090005,109000504,10900050403,Frontal Block Island Sound,Ninigret Pond-Frontal Block Island Sound,,,
272,WW272,RI0010046E-01B,Ocean,Great Salt Pond #1 (mid-harbor @ town can #5),Green Can #5,New Shoreham,,WASHINGTON,RI,41.187315,-71.577951,12,2001,2016,Active,D,,Yes,,NA,1090005,109000504,10900050405,Frontal Block Island Sound,Block Island,,,
273,WW273,RI0010046E-01D,Ocean,Great Salt Pond #2 (Narragansett Inn),Narragansett Inn Cove,New Shoreham,,WASHINGTON,RI,41.182599,-71.576404,12,2001,2016,Active,S,,Yes,,NA,1090005,109000504,10900050405,Frontal Block Island Sound,Block Island,,,
274,WW274,RI0010046E-01B,Ocean,Great Salt Pond #3 (Off Champlain's Dock),Off Champlin's Dock,New Shoreham,,WASHINGTON,RI,41.184521,-71.58106,12,2001,2011,Not Active,S,,Yes,,NA,1090005,109000504,10900050405,Frontal Block Island Sound,Block Island,,,
275,WW275,RI0010046E-01C,Ocean,Great Salt Pond #4 (Trim's Pond),Trims's Pond,New Shoreham,,WASHINGTON,RI,41.179903,-71.572263,12,2001,2016,Active,S,,Yes,,NA,1090005,109000504,10900050405,Frontal Block Island Sound,Block Island,,,
276,WW276,RI0010046L-02,Estuary,"Great Salt Pond Trib. Trib #1 (Mill Tail Pond, Ocean Ave. culvert).  (Great Salt Pond (#4))",Trims's Pond,New Shoreham,,WASHINGTON,RI,41.174089,-71.563622,12,2001,2016,Active,S,,Yes,,NA,1090005,109000504,10900050405,Frontal Block Island Sound,Block Island,,4.2,
277,WW277,RI0010046L-02,Estuary,Great Salt Pond Trib. Trib #2 (Bridgegate Square culvert),"Bridgegate Square culvert, ""colored side pipe""",New Shoreham,,WASHINGTON,RI,41.173901,-71.563667,12,2001,2016,Active,S,,Yes,,NA,1090005,109000504,10900050405,Frontal Block Island Sound,Block Island,,3.5,
278,WW278,RI0010046L-02,Estuary,Great Salt Pond Trib. Trib #3 (Comorant Cove salt marsh culvert),Cormorant Cove salt marsh culvert,New Shoreham,,WASHINGTON,RI,41.189194,-71.588816,12,2001,2016,Active,S,,Yes,,NA,1090005,109000504,10900050405,Frontal Block Island Sound,Block Island,,-1.2,
279,WW279,RI0010046L-02,Stream or river,Great Salt Pond Trib. Trib #4 (Beach Avenue),,New Shoreham,,WASHINGTON,RI,41.176182,-71.573145,12,2003,2016,Active,S,,Yes,,,1090005,109000504,10900050405,Frontal Block Island Sound,Block Island,,2.5,
280,WW280,RI0010046L-05,Stream or river,Great Salt Pond Trib. Trib #5 (Harris Pt),,New Shoreham,,WASHINGTON,RI,41.193582,-71.574265,12,2003,2016,Active,S,,Yes,,,1090005,109000504,10900050405,Frontal Block Island Sound,Block Island,,-1.4,
281,WW281,RI0010046L-05,Stream or river,Great Salt Pond Trib. Trib #6 (Scott's),,New Shoreham,,WASHINGTON,RI,41.190246,-71.570553,12,2004,2012,Not Active,S,,Yes,,,1090005,109000504,10900050405,Frontal Block Island Sound,Block Island,,1,
282,WW282,RI0010042C-01,Ocean,Watch Hill Surfing Area,,Westerly,,WASHINGTON,RI,41.305084,-71.859737,12,2004,2016,Active,S,,Yes,,,1090005,109000504,10900050404,Frontal Block Island Sound,Southwest Coastal Waters-Frontal Block Island Sound,,,
283,WW283,RI0010042C-01,Ocean,Misquamicut DEM Surfing Area,,Westerly,,WASHINGTON,RI,41.319542,-71.808052,12,2004,2016,Active,S,,Yes,,,1090005,109000504,10900050404,Frontal Block Island Sound,Southwest Coastal Waters-Frontal Block Island Sound,,,
284,WW284,RI0010042C-01,Ocean,Weekapaug Breachway Surfing Area,,Westerly,,WASHINGTON,RI,41.327098,-71.763784,12,2004,2016,Active,S,,Yes,,,1090005,109000504,10900050404,Frontal Block Island Sound,Southwest Coastal Waters-Frontal Block Island Sound,,,
285,WW285,RI0010042C-01,Ocean,Deep Hole Surfing Area,,South Kingstown,,WASHINGTON,RI,41.372293,-71.537538,12,2004,2016,Active,S,,Yes,,,1090005,109000504,10900050403,Frontal Block Island Sound,Point Judith Pond-Frontal Block Island Sound,,,
286,WW286,RI0010042C-01,Ocean,The K's Surfing Area,,Narragansett,,WASHINGTON,RI,41.367508,-71.495902,12,2004,2016,Active,S,,Yes,,,1090005,109000504,10900050403,Frontal Block Island Sound,Point Judith Pond-Frontal Block Island Sound,,,
287,WW287,RI0010042C-01,Ocean,Conant  Ave. Surfing Area,,Narragansett,,WASHINGTON,RI,41.36924,-71.483106,12,2004,2016,Active,S,,Yes,,,1090004,109000409,10900040912,Narragansett Bay,Pettaquamscutt River-Frontal Atlantic Ocean,,,
288,WW288,RI0010042C-01,Ocean,Scarborough South Surfing Area,,Narragansett,,WASHINGTON,RI,41.385285,-71.474571,12,2004,2016,Active,S,,Yes,,,1090004,109000409,10900040912,Narragansett Bay,Pettaquamscutt River-Frontal Atlantic Ocean,,,
289,WW289,RI0010042C-01,Ocean,Scarborough DEM Surfing Area,,Narragansett,,WASHINGTON,RI,41.392356,-71.469168,12,2004,2016,Active,S,,Yes,,,1090004,109000409,10900040912,Narragansett Bay,Pettaquamscutt River-Frontal Atlantic Ocean,,,
290,WW290,RI0010042C-01,Ocean,Monahan's Surfing Area,,Narragansett,,WASHINGTON,RI,41.422416,-71.454256,12,2004,2016,Active,S,,Yes,,,1090004,109000409,10900040912,Narragansett Bay,Pettaquamscutt River-Frontal Atlantic Ocean,,,
291,WW291,RI0010042C-01,Ocean,Narragansett Pier @ the Steps Surfing Area,,Narragansett,,WASHINGTON,RI,41.432304,-71.456079,12,2004,2016,Active,S,,Yes,,,1090004,109000409,10900040912,Narragansett Bay,Pettaquamscutt River-Frontal Atlantic Ocean,,,
292,WW292,RI0010042C-01,Ocean,First Beach Surfing Area,,Newport,,NEWPORT,RI,41.484913,-71.295759,12,2004,2016,Active,S,,Yes,,,1090004,109000409,10900040911,Narragansett Bay,Aquidneck Island-Frontal Atlantic Ocean,,,
293,WW293,RI0010042C-01,Ocean,Second Beach,,Middletown,,NEWPORT,RI,41.487949,-71.264144,12,2004,2016,Active,S,,Yes,,,1090004,109000409,10900040911,Narragansett Bay,Aquidneck Island-Frontal Atlantic Ocean,,,
294,WW294,RI0010031E-01B,Ocean,Third Beach Surfing Area,,Middletown,,NEWPORT,RI,41.490108,-71.2465,12,2004,2016,Active,S,,Yes,,,1090004,109000409,10900040910,Narragansett Bay,Sakonnet River,,,
295,WW295,RI0006017L-05,Reservoir ,Elm Pond,,Providence,,PROVIDENCE,RI,41.774668,-71.41234,12,2005,2012,Not Active,D,2.1,Yes,,,1090004,109000406,10900040609,Pawtuxet River,Pawtuxet River,,27.1,8.3
