Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Location,MONITOR 1,MONITOR 2,
WW34,07/18/2014,,Grab,Water,0.5,Enterococci - 31639,56,MPN/100ml,,1,MPN/100ml,1,MPN/100ml,URIWW,,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,07/18/2014,,Grab,Water ,1,"Nitrate + Nitrite, Dissolved - 00631",0.22,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,07/18/2014,,Grab,Water ,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.04,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,07/18/2014,,Grab,Water ,1,"Nitrogen, Total (unfiltered) - 00600",0.535,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,07/18/2014,,Grab,Water,1,pH - 00400,6.5,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,07/18/2014,,Grab,Water ,1,"Phosphorus, Dissolved - 00666",12,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,07/18/2014,,Grab,Water ,1,"Phosphorus, Total - 00665",16,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,07/18/2014,10:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.2,m,,0.1,m,0.1,m,,,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,Normal,,WD
WW34,07/18/2014,10:30:00 AM,Grab,Water,1,Temperature - 00011,19.6,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,07/18/2014,10:30:00 AM,Grab,Water,0.1,Temperature - 00011,20.9,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,07/26/2014,2:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.15,m,,0.1,m,0.1,m,,,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,Normal,,WD
WW34,07/26/2014,2:00:00 PM,Composite,Water,,Secchi Depth - 00069,2.15,m,,0.1,m,0.1,m,,,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,Normal,,WD
WW34,07/26/2014,2:00:00 PM,Grab,Water,1,Temperature - 00011,20.7,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,07/26/2014,2:00:00 PM,Grab,Water,0.1,Temperature - 00011,22.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,08/02/2014,12:45:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.15,m,,0.1,m,0.1,m,,,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,Normal,,WD
WW34,08/02/2014,12:45:00 PM,Composite,Water,,Secchi Depth - 00069,2.15,m,,0.1,m,0.1,m,,,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,08/02/2014,12:45:00 PM,Grab,Water,1,Temperature - 00011,19.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,Normal,,WD
WW34,08/02/2014,12:45:00 PM,Grab,Water,0.1,Temperature - 00011,20.3,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,Normal,,WD
WW34,08/09/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy - Calibration was off - result is approximate,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,08/09/2014,12:45:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.15,m,,0.1,m,0.1,m,,,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,Normal,,WD
WW34,08/09/2014,12:45:00 PM,Composite,Water,,Secchi Depth - 00069,2.15,m,,0.1,m,0.1,m,,,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,08/09/2014,12:45:00 PM,Grab,Water,1,Temperature - 00011,19.6,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,08/09/2014,12:45:00 PM,Grab,Water,0.1,Temperature - 00011,22,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,08/16/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy - Calibration was off - result is approximate,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,08/16/2014,1:20:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.1,m,,0.1,m,0.1,m,,,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,Normal,,WD
WW34,08/16/2014,1:20:00 PM,Composite,Water,,Secchi Depth - 00069,2.1,m,,0.1,m,0.1,m,,,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,08/16/2014,1:20:00 PM,Grab,Water,1,Temperature - 00011,18.3,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,Normal,,WD
WW34,08/16/2014,1:20:00 PM,Grab,Water,0.1,Temperature - 00011,20.7,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,Normal,,WD
WW34,08/23/2014,1:20:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.15,m,,0.1,m,0.1,m,,,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,Jim Cummings,,WD
WW34,08/23/2014,1:20:00 PM,Composite,Water,,Secchi Depth - 00069,2.15,m,,0.1,m,0.1,m,,,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,Jim Cummings,,WD
WW34,08/23/2014,1:20:00 PM,Grab,Water,1,Temperature - 00011,19.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,Jim Cummings,,WD
WW34,08/23/2014,1:20:00 PM,Grab,Water,0.1,Temperature - 00011,20.3,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,Jim Cummings,,WD
WW34,08/30/2014,2:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.1,m,,0.1,m,0.1,m,,,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,Jim Cummings,,WD
WW34,08/30/2014,2:00:00 PM,Composite,Water,,Secchi Depth - 00069,2.1,m,,0.1,m,0.1,m,,,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,Jim Cummings,,WD
WW34,08/30/2014,2:00:00 PM,Grab,Water,1,Temperature - 00011,19.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,Jim Cummings,,WD
WW34,08/30/2014,2:00:00 PM,Grab,Water,0.1,Temperature - 00011,22.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,Jim Cummings,,WD
WW34,09/06/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy - Calibration was off - result is approximate,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,09/06/2014,1:20:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.1,m,,0.1,m,0.1,m,,,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,Normal,,WD
WW34,09/06/2014,1:20:00 PM,Composite,Water,,Secchi Depth - 00069,2.1,m,,0.1,m,0.1,m,,,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,Normal,,WD
WW34,09/06/2014,1:20:00 PM,Grab,Water,1,Temperature - 00011,22.1,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,09/06/2014,1:20:00 PM,Grab,Water,0.1,Temperature - 00011,25.2,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,09/13/2014,1:25:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.05,m,,0.1,m,0.1,m,,,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,Lower than normal,,WD
WW34,09/13/2014,1:25:00 PM,Composite,Water,,Secchi Depth - 00069,2.05,m,,0.1,m,0.1,m,,,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,Lower than normal,,WD
WW34,09/13/2014,1:25:00 PM,Grab,Water,1,Temperature - 00011,19.2,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Lower than normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,09/13/2014,1:25:00 PM,Grab,Water,0.1,Temperature - 00011,20.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Lower than normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,09/20/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy - Calibration was off - result is approximate,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,09/20/2014,2:10:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.1,m,,0.1,m,0.1,m,,,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,Lower than normal,,WD
WW34,09/20/2014,2:10:00 PM,Composite,Water,,Secchi Depth - 00069,2.1,m,,0.1,m,0.1,m,,,,,,,Lower than normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,09/20/2014,2:10:00 PM,Grab,Water,1,Temperature - 00011,15.3,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Lower than normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,09/20/2014,2:10:00 PM,Grab,Water,0.1,Temperature - 00011,18.2,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Lower than normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,09/27/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy - Calibration was off - result is approximate,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,09/27/2014,11:40:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.1,m,,0.1,m,0.1,m,,,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,Lower than normal,,WD
WW34,09/27/2014,11:40:00 AM,Composite,Water,,Secchi Depth - 00069,2.1,m,,0.1,m,0.1,m,,,,,,,Lower than normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,09/27/2014,11:40:00 AM,Grab,Water,1,Temperature - 00011,15.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Lower than normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,09/27/2014,11:40:00 AM,Grab,Water,0.1,Temperature - 00011,17.6,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Lower than normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/04/2014,11:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.15,m,,0.1,m,0.1,m,,,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,Normal,,WD
WW34,10/04/2014,11:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.15,m,,0.1,m,0.1,m,,,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/04/2014,11:30:00 AM,Grab,Water,1,Temperature - 00011,13.9,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/04/2014,11:30:00 AM,Grab,Water,0.1,Temperature - 00011,14.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/13/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy - Calibration was off - result is approximate,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/13/2014,11:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.2,m,,0.1,m,0.1,m,,,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,Normal,,WD
WW34,10/13/2014,11:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.2,m,,0.1,m,0.1,m,,,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/13/2014,11:00:00 AM,Grab,Water,1,Temperature - 00011,10.3,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/13/2014,11:00:00 AM,Grab,Water,0.1,Temperature - 00011,11.1,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/17/2014,,Grab,Water,1,Alkalinity - 00410,8.77,mg/L,,0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/17/2014,,Grab,Water ,1,Chloride - 00940,12,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/17/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy - Calibration was off - result is approximate,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/17/2014,10:45:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.2,m,,0.1,m,0.1,m,,,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,Normal,,WD
WW34,10/17/2014,,Grab,Water,0.5,Enterococci - 31639,297,MPN/100ml,,2,MPN/100ml,2,MPN/100ml,URIWW,,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/17/2014,,Grab,Water ,1,"Nitrate + Nitrite, Dissolved - 00631",0.095,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/17/2014,,Grab,Water ,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.03,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/17/2014,,Grab,Water ,1,"Nitrogen, Total (unfiltered) - 00600",0.29,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/17/2014,,Grab,Water,1,pH - 00400,6.3,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/17/2014,,Grab,Water ,1,"Phosphorus, Dissolved - 00666",5,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/17/2014,,Grab,Water ,1,"Phosphorus, Total - 00665",8,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/17/2014,10:45:00 AM,Composite,Water,,Secchi Depth - 00069,1.28,m,,0.1,m,0.1,m,,,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/17/2014,10:45:00 AM,Grab,Water,1,Temperature - 00011,17,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW34,10/17/2014,10:45:00 AM,Grab,Water,0.1,Temperature - 00011,17.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal,Queen at Usquepaugh (Glen Rock Res.) ,,,WD
WW341,05/11/2014,6:30:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,8.6,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,05/11/2014,6:30:00 AM,Grab,Water,0.5,Temperature - 00011,13.1,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal flow,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,05/15/2014,,Grab,Water ,0.5,Chloride - 00940,40,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,05/15/2014,12:30:00 PM,Grab,Water,0.5,Dissolved Oxygen - 00300,8.2,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,05/15/2014,,Grab,Water,0.5,Enterococci - 31639,26.4,MPN/100ml,,2,MPN/100ml,2,MPN/100ml,URIWW,,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,05/15/2014,,Grab,Water,0.5,Fecal Coliform - 74055,99.8,MPN/100ml,,2,MPN/100ml,2,MPN/100ml,URIWW,,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,05/15/2014,,Grab,Water ,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.79,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,05/15/2014,,Grab,Water ,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.06,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,05/15/2014,,Grab,Water ,0.5,"Nitrogen, Total (unfiltered) - 00600",1.08,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,05/15/2014,,Grab,Water,0.5,pH - 00400,6.9,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,05/15/2014,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",6,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,05/15/2014,,Grab,Water ,0.5,"Phosphorus, Total - 00665",9,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,05/15/2014,12:30:00 PM,Grab,Water,0.5,Temperature - 00011,17.8,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal flow,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,05/31/2014,7:15:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,7.9,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,HW 6 - Hunt River @ Forge Rd.,Fuller,,H
WW341,05/31/2014,7:15:00 AM,Grab,Water,0.1,Temperature - 00011,14.9,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,HW 6 - Hunt River @ Forge Rd.,Fuller,,H
WW341,05/31/2014,7:15:00 AM,Grab,Water,0.5,Temperature - 00011,14.9,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,HW 6 - Hunt River @ Forge Rd.,Fuller,,H
WW341,06/16/2014,6:15:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,7.1,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,HW 6 - Hunt River @ Forge Rd.,Fuller,,H
WW341,06/16/2014,6:15:00 AM,Grab,Water,0.1,Temperature - 00011,17.9,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,HW 6 - Hunt River @ Forge Rd.,Fuller,,H
WW341,06/16/2014,6:15:00 AM,Grab,Water,0.5,Temperature - 00011,17.9,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,HW 6 - Hunt River @ Forge Rd.,Fuller,,H
WW341,06/21/2014,6:10:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,6.4,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,HW 6 - Hunt River @ Forge Rd.,Fuller,,H
WW341,06/21/2014,,Grab,Water,0.5,Enterococci - 31639,193.5,MPN/100ml,,1,MPN/100ml,1,MPN/100ml,URIWW,,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,06/21/2014,,Grab,Water,,Fecal Coliform - 74055,,MPN/100ml,N,1,MPN/100ml,1,MPN/100ml,URIWW,,,,,,Not run,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,06/21/2014,,Grab,Water ,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.88,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,06/21/2014,,Grab,Water ,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.08,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,06/21/2014,,Grab,Water ,0.5,"Nitrogen, Total (unfiltered) - 00600",1.265,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,06/21/2014,,Grab,Water,0.5,pH - 00400,6.9,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,06/21/2014,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",2,ug/l,U,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,06/21/2014,,Grab,Water ,0.5,"Phosphorus, Total - 00665",42,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,06/21/2014,6:10:00 AM,Grab,Water,0.1,Temperature - 00011,19.2,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal flow,HW 6 - Hunt River @ Forge Rd.,Fuller,,H
WW341,06/21/2014,6:10:00 AM,Grab,Water,0.5,Temperature - 00011,19.2,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Normal flow,HW 6 - Hunt River @ Forge Rd.,Fuller,,H
WW341,07/06/2014,7:15:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,6.4,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,07/06/2014,7:15:00 AM,Grab,Water,0.1,Temperature - 00011,19.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Higher than normal flow,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,07/06/2014,7:15:00 AM,Grab,Water,0.5,Temperature - 00011,19.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Higher than normal flow,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,07/19/2014,6:15:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,5.9,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,07/19/2014,,Grab,Water,0.5,Enterococci - 31639,334,MPN/100ml,,2,MPN/100ml,2,MPN/100ml,URIWW,,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,07/19/2014,,Grab,Water,0.5,Fecal Coliform - 74055,52,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
WW341,07/19/2014,,Grab,Water ,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.765,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,HW 6 - Hunt River @ Forge Rd.,,,H
